AMP,Ameriprise Financial,NASDAQ
114.82,116.76,117.06,114.73
117.44,118.90,119.32,116.80
118.94,118.57,118.94,116.92
118.19,115.36,118.32,115.18
115.94,114.88,116.85,113.80
114.12,112.93,115.71,112.46
113.29,114.40,115.54,112.51
114.69,111.73,114.88,111.50
111.65,111.41,111.91,110.05
113.14,113.48,113.73,112.64
113.35,112.91,113.48,112.12
112.76,111.76,112.78,111.38
112.06,111.93,112.22,110.85
112.29,112.33,112.80,111.85
112.61,110.82,113.34,110.79
110.89,109.92,111.69,109.19
110.62,110.94,111.60,110.22
113.12,111.85,113.20,110.56
112.66,115.20,115.79,111.98
114.26,113.74,115.49,112.54
114.63,115.66,116.31,114.03
116.13,115.20,116.89,115.14
115.36,114.73,116.16,114.42
114.46,115.06,115.09,113.22
114.41,115.09,115.44,112.90
115.75,115.27,117.16,114.99
