PH,Parker-Hannifin Corporation Common Stock,NASDAQ
141.97,142.55,142.92,141.47
142.35,144.98,145.44,141.84
145.11,141.89,145.11,141.64
141.65,142.51,142.55,141.13
142.67,141.56,142.90,140.81
142.12,141.01,142.50,140.41
140.58,140.20,142.00,140.01
140.30,143.00,144.45,139.92
143.66,142.75,144.44,142.33
142.92,142.82,143.44,141.69
143.66,143.91,144.54,142.94
143.41,142.39,143.82,141.98
142.36,142.80,143.39,142.06
142.96,142.74,143.25,142.38
142.84,143.27,143.50,142.66
143.46,140.87,143.76,140.59
140.87,140.26,141.55,139.72
140.45,140.00,141.15,139.49
142.20,142.55,144.25,140.83
142.50,142.64,143.20,141.90
142.35,141.37,142.67,139.92
141.91,141.49,142.40,141.06
141.54,140.78,142.15,140.37
141.16,141.83,142.05,140.74
142.01,145.21,145.34,141.29
144.50,143.75,144.61,141.68
144.70,146.25,146.34,144.31
