AAP,Advance Auto Parts Inc Advance Auto Parts Inc W/I,NASDAQ
170.46,170.14,171.98,169.88
171.44,170.53,171.96,169.96
170.18,173.31,173.76,169.85
172.38,176.78,177.00,172.38
176.41,176.52,177.83,175.18
176.05,175.58,177.32,173.96
174.21,173.00,175.65,171.76
173.26,171.87,174.94,171.15
173.03,171.51,174.29,169.89
171.62,172.92,173.45,171.01
173.36,171.91,173.99,171.17
171.61,173.82,175.55,171.61
174.26,175.63,176.33,172.22
174.76,173.51,175.47,173.31
172.70,170.39,173.41,169.69
170.69,170.89,172.08,170.00
170.72,171.84,172.75,170.72
172.01,170.42,172.92,170.35
170.08,170.28,171.08,169.46
171.32,169.12,172.00,168.60
170.78,170.60,171.36,169.31
170.37,172.00,173.17,170.37
170.87,171.88,173.06,170.23
171.32,169.63,171.99,169.30
170.06,169.53,170.28,168.32
168.70,169.92,171.92,168.63
173.51,173.43,174.99,170.92
172.42,174.47,174.61,172.00
174.42,174.79,175.86,173.52
