PII,Polaris Industries Inc. Common Stock,NASDAQ
88.46,88.58,89.17,87.16
85.33,86.54,87.60,83.49
87.04,87.74,88.88,86.30
87.59,85.84,87.87,85.62
86.11,84.37,86.32,83.10
84.83,85.85,86.77,84.36
85.44,83.92,86.33,83.78
83.90,81.62,84.88,81.52
81.50,81.60,82.62,80.61
81.72,83.01,83.29,81.00
82.76,81.52,83.10,80.86
81.34,80.73,81.74,80.60
80.91,79.67,80.96,79.33
79.81,80.22,80.58,79.27
80.36,80.55,81.15,80.03
80.30,80.82,80.84,79.95
80.90,81.37,82.11,80.78
81.99,82.39,82.58,81.14
82.91,82.61,82.91,81.41
82.97,84.87,85.75,82.61
84.60,85.03,85.63,83.72
84.87,86.56,86.80,84.46
86.28,83.72,86.53,83.21
83.97,83.74,84.79,82.68
83.45,82.19,83.50,81.69
85.02,87.00,87.45,84.81
86.93,86.27,87.47,85.59
