BPL,Buckeye Partners L.P. Common Stock,NASDAQ
62.51,62.73,63.02,62.10
62.59,63.00,63.10,62.51
63.17,64.51,64.64,62.78
64.70,64.63,64.86,64.28
65.43,64.22,65.65,64.00
64.28,64.37,64.75,64.12
64.00,63.88,64.37,63.56
63.50,64.15,64.25,62.77
64.26,65.17,65.40,64.01
64.93,64.98,65.16,64.39
64.98,65.04,65.39,64.64
64.98,65.16,65.63,64.77
65.23,66.05,66.16,64.91
65.87,66.58,66.60,65.67
66.82,66.81,67.34,66.37
67.06,66.19,67.22,66.00
65.89,65.96,66.21,65.61
65.78,66.16,66.17,65.51
66.90,67.07,67.63,66.52
67.22,67.37,67.68,67.00
67.62,67.53,67.91,67.08
67.93,67.99,68.05,67.41
68.12,67.12,68.27,67.00
67.13,65.79,67.55,65.55
66.17,65.88,66.25,65.54
66.04,64.80,66.20,64.55
64.95,64.89,65.14,64.50
