VMI,Valmont Industries,NASDAQ
150.45,154.30,155.20,150.20
155.20,155.10,155.35,152.05
155.45,155.40,155.95,154.30
155.10,155.00,155.95,154.30
155.90,153.75,156.05,152.15
153.20,152.00,154.35,151.75
151.60,152.00,153.15,150.35
151.65,151.65,153.70,151.40
152.10,151.90,152.10,148.95
152.50,151.70,153.65,150.50
151.20,145.45,151.20,145.10
145.45,144.40,146.00,143.05
144.20,144.50,145.95,143.95
144.70,145.25,145.93,144.15
145.05,142.80,146.50,141.95
143.30,142.60,144.05,142.10
143.40,140.90,144.25,140.35
145.70,143.25,145.70,141.80
143.80,144.20,145.10,143.55
144.05,142.90,145.85,142.20
142.85,139.75,143.23,139.60
139.45,136.05,139.90,136.00
136.70,137.40,139.00,135.95
137.85,137.75,138.35,136.40
137.65,139.05,139.35,136.75
139.60,140.40,140.60,138.40
