ROM,ProShares Ultra Technology,NASDAQ
93.48,96.56,96.56,93.18
96.21,97.54,98.33,96.21
97.87,98.73,98.89,97.87
97.99,97.40,98.32,97.29
99.99,100.68,101.81,99.99
100.41,100.21,101.29,99.59
100.30,100.83,101.55,100.30
100.73,99.01,101.00,98.74
99.35,100.59,101.41,99.35
101.55,100.98,101.60,100.96
100.57,100.93,100.93,100.48
101.05,99.74,101.05,99.74
99.99,99.97,99.99,99.22
100.11,101.14,102.00,100.11
100.55,99.28,100.55,98.96
99.02,98.99,99.02,98.26
98.69,97.00,98.69,96.45
98.08,98.40,98.58,97.29
99.30,99.52,99.55,99.20
99.92,99.75,100.20,99.00
100.10,101.62,101.98,100.10
101.74,102.13,102.73,101.74
102.56,102.30,103.25,102.00
102.05,103.39,103.47,102.00
102.84,102.77,102.84,100.71
103.17,103.56,103.94,103.17
