BXP,Boston Properties,NASDAQ
126.19,128.84,129.05,126.19
128.34,129.50,130.66,126.86
128.67,128.74,129.68,127.77
128.02,129.35,129.38,127.73
130.08,129.02,130.39,127.31
128.95,125.12,128.95,125.01
125.25,122.45,126.01,121.87
122.97,124.34,125.36,122.97
124.70,126.15,127.06,124.70
126.28,127.29,127.33,125.88
127.52,124.59,128.00,124.53
124.20,124.53,124.75,122.29
124.64,124.07,124.64,123.02
124.14,124.25,124.99,123.30
123.40,122.46,123.52,121.74
122.87,123.67,124.29,121.46
123.82,125.78,126.48,123.51
127.70,127.18,127.93,125.99
127.66,131.22,131.61,127.22
130.20,131.85,132.55,128.76
131.59,131.55,132.51,131.21
131.06,130.24,131.40,129.96
129.82,128.79,130.23,128.71
128.64,127.00,129.47,126.74
126.93,129.01,129.12,126.51
128.91,128.50,129.53,128.28
