CDTI,Clean Diesel Technologies,NASDAQ
2.33,2.31,2.43,2.31
2.33,2.38,2.44,2.32
2.50,2.38,2.50,2.34
2.35,2.46,2.47,2.35
2.49,2.53,2.57,2.38
2.47,2.45,2.54,2.39
2.45,2.25,2.53,2.25
2.27,2.23,2.39,2.20
2.20,2.05,2.37,1.98
2.06,2.25,2.25,2.01
2.23,2.15,2.23,2.08
2.17,2.10,2.17,2.08
2.08,2.12,2.20,2.00
2.14,2.11,2.15,2.08
2.12,2.20,2.20,2.11
2.17,2.15,2.20,2.03
2.14,2.17,2.20,2.05
2.17,2.18,2.22,2.11
2.16,2.19,2.22,2.13
2.19,2.16,2.19,2.15
2.12,2.22,2.25,2.10
2.26,2.25,2.26,2.11
2.23,2.18,2.25,2.16
2.16,2.23,2.45,2.12
2.21,2.20,2.21,2.13
