QLD,ProShares Ultra QQQ,NASDAQ
83.11,85.57,85.76,82.62
85.65,85.86,86.29,85.30
86.53,87.20,87.27,86.50
86.42,86.40,86.78,85.70
86.97,88.59,89.53,86.95
88.74,88.19,89.37,87.73
88.40,88.47,89.52,88.04
88.86,87.88,89.15,87.49
88.03,88.58,89.63,87.81
89.08,89.27,89.55,88.92
89.22,89.02,89.30,88.63
89.03,88.51,89.05,87.84
88.23,88.61,88.67,88.05
89.00,89.59,90.55,88.92
89.90,88.17,90.06,88.00
88.07,87.87,88.47,87.35
88.17,86.12,88.20,85.59
87.27,87.61,88.27,86.67
87.76,88.53,88.85,87.76
88.44,89.52,89.64,88.44
89.70,91.09,91.56,89.26
91.19,91.70,92.01,91.13
91.72,92.10,92.62,91.33
92.08,92.53,92.55,91.20
91.86,92.25,92.38,90.57
92.42,92.91,93.22,92.40
