IYC,iShares U.S. Consumer Services ETF,NASDAQ
151.64,152.27,152.27,151.25
152.22,154.51,154.76,152.05
154.69,154.46,155.22,154.32
154.87,155.13,155.13,154.55
154.71,153.97,154.73,153.77
154.40,155.15,155.71,154.40
155.10,154.37,155.50,154.18
154.53,154.44,155.36,154.35
154.63,153.99,155.03,153.81
154.30,154.43,155.01,154.20
154.86,155.55,155.76,154.86
154.86,154.72,154.99,154.60
154.58,153.13,154.58,152.78
152.99,152.90,153.31,152.75
153.06,153.47,154.00,153.06
153.79,152.44,153.79,152.35
152.48,152.24,152.78,151.99
152.41,151.03,152.41,150.60
151.95,151.53,152.25,150.75
151.72,153.03,153.28,151.72
152.37,153.11,153.19,152.25
153.00,153.62,154.14,152.95
153.74,153.74,154.00,153.50
153.71,154.33,154.87,153.67
154.43,154.77,154.77,153.87
154.50,154.70,154.77,153.51
154.75,155.05,155.25,154.75
