DSS,Document Security Systems,NASDAQ
0.73,0.71,0.75,0.68
0.73,0.74,0.74,0.71
0.72,0.68,0.74,0.68
0.69,0.70,0.73,0.68
0.68,0.65,0.68,0.60
0.64,0.65,0.69,0.63
0.64,0.65,0.68,0.60
0.65,0.64,0.67,0.64
0.63,0.62,0.63,0.62
0.63,0.65,0.66,0.61
0.63,0.65,0.66,0.63
0.65,0.65,0.65,0.62
0.63,0.65,0.65,0.63
0.64,0.66,0.68,0.64
0.65,0.71,0.72,0.65
0.70,0.70,0.73,0.69
0.71,0.67,0.71,0.61
0.64,0.66,0.68,0.64
0.68,0.66,0.68,0.63
0.68,0.70,0.70,0.67
0.70,0.72,0.74,0.70
0.73,0.79,0.86,0.70
0.78,0.78,0.81,0.74
0.81,0.84,0.86,0.78
0.86,0.84,0.86,0.82
0.83,0.79,0.84,0.79
