JKL,iShares Morningstar Small-Cap Value ETFnd,NASDAQ
140.43,140.87,141.42,140.39
141.90,142.86,142.86,141.90
143.26,144.42,144.51,142.90
144.45,145.89,146.14,144.27
145.88,147.85,148.08,145.88
147.82,147.80,148.22,147.44
148.07,146.32,148.07,146.24
146.71,146.43,147.26,145.59
146.12,144.02,146.12,143.88
144.14,144.79,145.45,144.14
145.27,144.50,148.10,144.39
144.63,145.64,145.64,144.63
146.64,147.03,147.05,146.45
145.87,145.19,145.87,145.19
144.97,143.90,144.97,143.55
143.71,144.28,144.40,143.71
144.51,144.83,145.16,144.50
145.11,143.00,145.11,142.84
142.88,143.34,144.07,142.83
143.90,142.80,143.90,142.48
144.12,144.28,145.37,143.45
144.78,147.14,147.14,144.78
146.91,145.56,146.91,144.90
146.04,145.27,146.11,145.27
145.01,143.44,145.01,143.36
143.91,144.70,144.99,143.37
144.52,145.36,145.65,144.52
145.56,144.20,145.56,142.70
144.58,144.66,145.45,144.46
