SVBI,Severn Bancorp Inc - Common Stock,NASDAQ
6.51,6.50,6.85,6.50
6.55,6.50,6.58,6.45
6.50,6.60,6.85,6.50
6.65,6.60,6.65,6.51
6.65,6.70,6.70,6.50
6.70,6.75,6.90,6.65
6.76,6.95,7.00,6.76
6.99,7.00,7.01,6.70
7.00,6.90,7.10,6.90
7.05,6.96,7.05,6.95
7.09,7.00,7.10,7.00
7.00,6.95,7.00,6.91
7.00,7.09,7.09,6.90
7.11,7.05,7.11,6.95
6.96,6.95,7.00,6.95
7.20,7.25,7.25,7.20
7.30,7.60,8.07,7.15
7.65,7.90,7.90,7.45
7.95,7.75,7.95,7.25
7.75,7.45,7.75,7.45
7.63,7.45,7.90,7.45
7.73,7.45,7.73,7.45
7.45,7.45,7.45,7.40
7.45,7.42,7.45,7.40
7.40,7.35,7.40,7.35
7.35,7.50,7.50,7.35
7.50,7.50,7.50,7.50
