IJK,iShares S&P Mid-Cap 400 Growth ETF,NASDAQ
177.78,177.88,178.50,177.34
178.80,179.59,179.80,178.80
179.97,181.33,181.33,179.46
181.30,183.38,183.60,180.93
183.87,185.35,185.53,183.48
185.55,185.04,185.81,184.60
185.05,184.09,185.08,183.39
184.84,184.67,185.22,183.94
184.54,182.84,185.24,182.63
183.38,183.65,184.76,182.80
183.61,183.24,184.97,183.17
183.49,184.37,184.58,183.49
184.89,185.38,185.39,184.60
184.56,183.84,184.80,183.81
183.76,182.76,183.91,182.25
182.69,183.25,183.28,182.69
183.44,184.03,184.44,183.44
184.40,182.29,184.41,182.04
182.26,182.95,183.17,182.16
183.42,182.20,183.42,181.81
183.77,182.84,184.08,181.67
183.31,185.59,185.73,183.31
185.15,184.25,185.53,183.60
184.41,184.18,185.10,183.91
184.37,183.53,184.41,183.25
183.86,184.65,185.31,183.62
184.77,185.15,185.23,184.21
184.73,184.47,184.85,182.44
184.66,185.62,185.97,184.66
