EZJ,ProShares Ultra MSCI Japan,NASDAQ
89.17,89.00,89.21,89.00
90.11,91.89,91.89,90.11
93.95,93.95,93.95,93.95
94.22,94.22,94.22,94.22
92.45,92.53,92.53,92.45
94.08,94.46,94.48,94.08
92.34,92.34,92.34,92.34
92.34,92.34,92.34,92.34
89.91,89.91,89.91,89.91
90.76,91.61,91.61,90.76
91.60,91.58,91.60,91.58
91.58,91.58,91.58,91.58
89.99,90.26,90.26,89.99
90.26,90.26,90.26,90.26
89.94,89.66,89.94,89.66
89.49,89.51,89.51,89.49
87.38,87.44,87.44,87.38
87.33,87.46,87.46,87.33
88.12,88.15,88.15,88.12
92.00,92.50,92.50,92.00
92.50,92.50,92.50,92.50
92.50,92.50,92.50,92.50
92.50,92.50,92.50,92.50
92.74,92.80,92.80,92.74
93.69,93.52,93.69,93.52
93.52,93.52,93.52,93.52
94.02,94.02,94.02,94.02
