SLYV,SPDR S&P 600 Small Cap Value ETF (based on S&P SmallCap Value Index--symbol--CVK,NASDAQ
117.26,117.16,117.82,116.89
117.80,117.00,117.91,116.61
117.53,116.77,117.65,116.31
117.01,116.96,117.51,116.66
117.87,119.13,119.17,117.72
119.41,120.38,120.53,118.68
120.34,121.62,122.00,120.01
122.16,123.71,123.87,121.74
124.29,124.03,124.31,123.40
124.03,122.77,124.22,122.41
123.77,122.58,124.06,122.03
122.28,120.96,123.20,120.69
121.41,122.19,122.74,120.97
121.08,119.97,121.98,119.77
120.01,120.38,120.76,119.89
120.94,121.74,122.00,120.94
121.78,121.05,121.78,121.05
121.12,119.69,121.12,119.19
119.73,120.14,120.14,119.50
120.36,120.88,121.25,120.36
121.38,119.49,121.38,119.14
119.75,119.61,119.97,119.01
120.07,119.01,120.07,118.87
120.63,120.10,120.88,119.02
120.72,122.38,122.39,120.66
121.99,120.30,121.99,119.66
120.44,119.56,120.44,119.41
119.12,118.27,119.23,118.18
118.45,119.46,119.73,118.27
119.66,119.75,119.86,118.78
119.78,118.26,119.78,117.01
118.72,119.24,119.75,118.72
