LLL,L3 Technologies,NASDAQ
159.10,161.56,161.91,158.50
158.80,158.31,160.19,158.13
158.46,158.45,159.31,158.01
156.89,158.06,158.16,153.50
158.27,158.16,159.54,156.95
158.32,158.05,159.50,157.89
157.59,158.08,158.53,156.88
158.20,157.35,158.41,156.63
158.10,155.25,158.23,154.76
155.00,156.08,157.33,154.53
155.92,154.01,156.21,154.00
154.29,153.80,154.29,152.40
153.48,153.15,154.28,152.57
153.78,153.14,153.80,151.94
153.18,151.71,153.22,151.40
152.03,152.97,153.19,151.96
152.97,152.11,153.02,151.67
153.04,152.29,154.22,151.71
152.00,152.23,153.37,151.21
151.44,152.33,153.70,151.12
152.15,154.11,154.43,150.66
154.15,152.87,154.15,152.48
152.86,150.96,153.10,150.76
151.03,147.50,151.03,146.88
146.35,145.71,149.36,143.54
145.91,148.89,149.33,145.54
