CRMD,CorMedix Inc Common Stock,NASDAQ
1.84,1.81,1.86,1.80
1.80,1.81,1.85,1.78
1.80,1.74,1.83,1.71
1.72,1.66,1.84,1.61
1.65,1.65,1.69,1.61
1.65,1.57,1.68,1.52
1.58,1.61,1.65,1.52
1.61,1.62,1.77,1.55
1.63,1.66,1.73,1.61
1.67,1.72,1.72,1.60
1.71,1.83,1.98,1.65
1.83,1.77,1.86,1.72
1.78,1.77,1.95,1.73
1.79,1.78,1.83,1.76
1.78,1.61,1.82,1.60
1.60,1.60,1.69,1.60
1.60,1.53,1.69,1.47
1.54,1.71,1.80,1.54
1.75,1.71,1.83,1.64
1.72,1.69,1.77,1.67
1.72,1.75,1.81,1.69
1.74,1.78,1.79,1.71
1.79,1.81,1.82,1.77
1.81,1.76,1.81,1.71
1.77,1.78,1.78,1.67
1.80,1.80,1.81,1.77
