UNP,Union Pacific Corporation Common Stock,NASDAQ
103.00,103.15,103.31,102.30
103.49,106.33,106.50,102.72
106.32,105.37,106.62,104.74
104.89,104.99,105.48,104.03
105.33,104.32,105.33,102.91
104.59,104.04,104.74,103.12
104.25,102.82,104.83,102.67
102.98,104.68,104.94,102.51
104.74,103.31,104.97,103.05
103.08,103.40,103.89,102.63
103.81,104.65,104.77,103.54
104.70,104.65,105.55,104.05
104.12,105.19,105.28,103.37
105.23,105.18,105.27,104.32
105.51,105.71,105.93,105.21
105.75,104.76,106.32,104.59
104.88,104.42,105.25,103.99
104.18,103.68,104.84,103.25
104.48,102.52,105.29,102.07
102.89,103.14,104.31,102.51
103.03,102.13,103.36,101.22
102.03,103.19,103.77,101.20
103.73,102.42,103.74,101.90
102.56,103.42,104.24,101.91
103.35,104.27,104.83,103.03
104.27,104.70,104.96,103.35
104.51,105.25,105.45,104.28
