SIRI,Sirius XM Holdings Inc. - Common Stock,NASDAQ
4.53,4.30,4.60,4.22
4.32,4.33,4.37,4.29
4.33,4.41,4.42,4.32
4.40,4.50,4.55,4.38
4.51,4.54,4.57,4.48
4.57,4.54,4.58,4.52
4.51,4.45,4.54,4.45
4.47,4.54,4.54,4.47
4.51,4.51,4.59,4.49
4.52,4.49,4.55,4.48
4.51,4.52,4.54,4.48
4.52,4.53,4.54,4.51
4.52,4.53,4.56,4.52
4.54,4.53,4.57,4.52
4.52,4.51,4.55,4.50
4.51,4.51,4.53,4.51
4.50,4.53,4.58,4.50
4.53,4.50,4.55,4.50
4.49,4.47,4.52,4.46
4.48,4.45,4.50,4.42
4.49,4.44,4.51,4.40
4.46,4.53,4.55,4.45
4.56,4.64,4.64,4.56
4.65,4.56,4.65,4.56
4.56,4.60,4.61,4.54
4.60,4.63,4.67,4.57
4.62,4.59,4.63,4.55
4.59,4.58,4.61,4.52
4.58,4.61,4.64,4.58
