KOF,Coca Cola Femsa S.A.B. de C.V.  Common Stock,NASDAQ
62.01,62.46,63.21,61.60
63.17,62.50,63.32,62.46
62.51,63.19,63.48,62.51
63.44,63.51,64.02,63.20
63.10,62.94,63.37,62.59
62.62,65.06,65.30,61.25
65.07,65.62,66.27,65.00
65.76,65.44,66.63,63.83
65.00,64.47,66.03,63.96
64.26,65.06,65.41,63.91
64.70,64.11,65.64,63.93
63.86,63.66,64.20,63.37
63.67,63.25,64.15,62.78
63.27,62.45,63.54,62.13
61.95,62.57,62.77,61.00
62.87,63.13,63.81,62.60
62.85,63.07,63.80,62.64
62.96,63.23,63.27,62.51
63.53,64.47,64.87,63.03
64.35,63.54,64.57,62.88
64.24,63.34,64.94,62.60
63.52,62.75,63.52,62.12
63.17,63.52,64.06,62.84
63.50,63.35,63.88,62.86
63.39,61.11,63.85,60.93
61.12,60.25,61.12,59.95
60.14,60.44,60.66,59.54
60.59,60.58,60.91,59.88
60.36,60.54,62.29,59.90
