VBFC,Village Bank and Trust Financial Corp. - Common Stock,NASDAQ
25.15,25.15,25.15,25.15
25.15,25.15,25.15,25.15
25.15,25.15,25.15,25.15
25.15,25.15,25.15,25.15
27.21,26.50,27.21,26.50
26.50,26.50,26.50,26.50
26.50,26.50,26.50,26.50
25.15,25.15,25.15,25.15
25.25,25.25,25.25,25.25
25.25,25.25,25.25,25.25
26.50,26.50,26.50,26.50
27.12,26.45,27.12,26.45
27.15,27.15,27.15,27.15
27.15,27.15,27.15,27.15
26.45,26.45,26.45,26.45
26.50,27.15,27.15,26.50
26.51,27.25,27.25,26.50
27.75,26.70,28.15,26.50
26.70,26.70,26.70,26.70
26.70,26.70,26.70,26.70
26.70,26.70,26.70,26.70
26.70,26.70,26.70,26.70
26.70,26.70,26.70,26.70
26.70,28.15,28.15,26.70
28.15,28.15,28.15,28.15
28.15,28.15,28.15,28.15
28.15,28.15,28.15,28.15
28.15,28.15,28.15,28.15
27.85,27.85,27.85,27.85
