CPRX,Catalyst Pharmaceuticals,NASDAQ
1.15,1.15,1.17,1.11
1.15,1.12,1.16,1.10
1.15,1.15,1.18,1.10
1.15,1.18,1.20,1.15
1.16,1.16,1.18,1.12
1.15,1.17,1.17,1.13
1.19,1.17,1.21,1.14
1.21,1.18,1.21,1.16
1.17,1.16,1.19,1.11
1.17,1.16,1.17,1.14
1.18,1.13,1.18,1.12
1.12,1.09,1.12,1.01
1.09,1.09,1.11,1.04
1.09,1.09,1.11,1.06
1.09,1.06,1.11,1.05
1.06,1.07,1.08,1.06
1.07,1.02,1.07,1.01
1.03,1.05,1.05,1.01
1.04,1.13,1.13,1.02
1.13,1.19,1.27,1.09
1.22,1.15,1.23,1.15
1.15,1.16,1.18,1.10
1.17,1.17,1.18,1.12
1.16,1.14,1.19,1.12
1.14,1.16,1.17,1.09
1.17,1.18,1.20,1.13
1.17,1.24,1.25,1.15
