XBI,SPDR Series Trust  SPDR S&P Biotech ETF,NASDAQ
61.11,61.81,62.67,60.60
62.45,63.21,63.74,61.94
63.44,64.38,64.47,62.68
62.85,61.79,63.38,60.66
61.38,62.10,62.19,60.41
62.75,61.90,63.77,61.83
61.17,60.98,61.41,60.44
61.28,60.91,61.62,60.79
60.68,60.90,61.45,60.13
61.24,61.94,61.96,60.75
61.89,61.95,62.70,61.69
61.83,61.01,62.65,60.90
61.46,61.73,61.97,61.28
61.69,60.46,61.88,60.43
60.64,59.47,60.65,59.05
59.50,61.53,61.70,59.21
61.75,60.95,62.35,60.92
61.04,60.13,61.13,60.03
60.18,59.66,60.48,59.34
59.71,59.19,60.01,58.87
59.93,59.59,60.34,58.66
59.66,62.34,62.51,59.65
62.55,62.47,62.97,61.65
62.69,63.35,63.88,62.69
65.13,65.36,65.68,64.11
65.81,65.75,65.87,63.96
65.49,63.49,65.95,62.77
62.64,64.48,64.89,62.51
64.36,65.00,65.79,64.36
