RRC,Range Resources Corporation Common Stock,NASDAQ
37.93,38.39,38.72,37.71
38.77,38.22,39.64,37.83
38.54,38.36,38.75,37.33
38.79,38.78,39.21,38.06
39.56,35.97,39.64,35.68
36.41,36.29,36.89,35.76
36.11,34.85,36.66,34.78
34.56,34.66,36.02,34.06
34.31,34.29,34.52,33.75
34.38,33.97,34.70,33.61
33.77,33.24,33.99,33.01
34.24,34.21,34.59,33.70
34.17,34.22,34.31,33.63
34.25,34.70,34.92,34.07
34.87,34.77,35.14,34.50
34.76,34.32,35.05,33.99
34.23,34.26,34.77,33.87
34.26,34.36,34.81,34.09
33.61,32.60,34.42,31.54
32.44,33.55,33.65,32.44
33.79,34.20,34.43,33.44
34.28,34.23,34.52,33.73
33.80,32.76,33.88,32.61
33.28,33.36,33.50,32.71
33.55,33.53,33.82,33.05
33.88,33.99,34.59,33.57
33.82,33.64,34.17,33.42
