GLUU,Glu Mobile Inc. - Common Stock,NASDAQ
2.17,2.24,2.25,2.15
2.23,2.34,2.40,2.22
2.45,2.30,2.45,2.25
2.32,2.34,2.39,2.30
2.32,2.19,2.33,2.08
2.15,2.16,2.21,2.12
2.16,2.12,2.17,2.11
2.10,2.09,2.14,2.06
2.09,2.17,2.20,2.08
2.16,2.14,2.20,2.13
2.14,2.24,2.24,2.14
2.22,2.14,2.22,2.14
2.15,2.10,2.16,2.09
2.11,2.03,2.12,2.02
2.06,1.98,2.07,1.97
2.02,1.96,2.02,1.94
1.96,1.97,1.99,1.90
1.96,1.94,1.98,1.93
1.92,2.00,2.01,1.92
2.02,2.06,2.06,1.96
2.08,2.10,2.13,2.03
2.11,2.18,2.22,2.07
2.18,2.18,2.26,2.13
2.19,2.24,2.27,2.17
2.25,2.17,2.26,2.16
2.17,2.12,2.18,2.07
2.13,2.15,2.17,2.12
