INTT,inTest Corporation Common Stock,NASDAQ
4.19,4.20,4.33,4.13
4.16,4.15,4.30,4.15
4.30,4.30,4.45,4.26
4.40,4.35,4.40,4.35
4.45,4.60,4.60,4.45
4.60,4.51,4.60,4.51
4.60,4.70,4.75,4.55
4.70,4.50,4.70,4.50
4.50,4.55,4.60,4.40
4.55,4.65,4.65,4.55
4.65,4.60,4.75,4.60
4.58,4.65,4.70,4.55
4.65,4.75,4.75,4.60
4.73,4.75,4.75,4.73
4.65,4.55,4.70,4.55
4.60,4.55,4.60,4.50
4.45,4.60,4.60,4.35
4.50,4.60,4.60,4.45
4.59,4.70,4.75,4.59
4.65,4.60,4.70,4.60
4.50,4.45,4.50,4.45
4.53,4.35,4.60,4.35
4.30,4.50,4.50,4.30
4.50,4.60,4.60,4.50
4.60,4.60,4.75,4.60
4.59,4.70,4.70,4.57
