MCK,McKesson Corporation Common Stock,NASDAQ
145.00,145.40,145.40,142.90
142.68,141.62,143.45,136.81
140.77,143.34,144.20,140.76
144.08,146.25,147.76,142.49
146.31,146.49,147.12,145.05
146.79,147.97,148.59,146.36
147.13,143.37,147.84,142.13
143.69,142.34,144.10,141.29
142.82,142.29,143.33,141.07
142.94,141.56,144.00,140.42
141.98,141.13,142.84,140.52
141.13,141.59,143.06,140.67
141.96,140.34,142.62,139.76
140.77,141.18,142.30,140.49
141.24,142.07,142.89,140.62
142.06,141.53,142.79,141.17
140.86,141.78,142.99,140.86
141.47,140.45,142.26,140.10
140.40,147.43,149.10,140.40
147.39,148.58,149.50,146.51
147.27,146.50,147.93,145.18
146.93,146.92,147.42,144.89
146.35,146.84,148.01,145.66
146.27,146.82,148.59,145.68
146.50,143.20,147.55,141.09
142.24,144.68,145.07,141.67
145.51,147.18,147.76,145.06
