RNR,RenaissanceRe Holdings Ltd. Common Stock,NASDAQ
130.50,130.60,131.08,130.03
130.69,130.23,131.44,129.84
131.10,131.26,131.66,130.24
131.19,131.82,132.06,131.08
132.08,132.59,132.98,131.56
132.89,132.44,133.08,132.13
132.13,133.21,133.39,131.89
133.76,132.35,133.76,131.94
132.82,131.40,133.56,130.96
130.47,130.49,131.86,130.46
130.39,129.48,131.27,129.12
130.30,134.35,134.38,130.30
134.99,135.19,135.20,133.72
134.70,134.90,135.19,133.75
134.99,135.84,136.04,134.07
136.15,136.45,136.64,135.78
136.59,136.12,137.21,135.66
136.14,135.33,136.39,135.14
134.95,135.89,136.50,134.95
136.40,136.22,136.79,135.39
135.95,135.86,136.40,134.62
136.52,137.54,138.15,136.52
137.66,137.30,137.66,136.45
137.13,136.47,137.41,136.39
136.32,135.67,136.54,135.32
136.04,137.32,137.68,135.67
137.20,137.72,138.43,136.65
137.90,138.28,138.39,136.26
138.78,138.00,139.23,137.90
