CLX,Clorox Company (The) Common Stock,NASDAQ
114.00,114.27,114.36,113.55
114.26,115.73,115.88,113.95
115.00,114.69,115.22,114.40
114.27,115.29,115.46,114.07
115.14,116.03,116.22,115.14
116.12,117.13,117.95,115.81
117.02,116.02,117.37,115.91
115.68,118.34,118.57,115.00
119.01,119.04,121.09,118.17
119.28,118.96,119.60,118.41
118.94,119.79,120.00,117.94
119.25,119.56,120.25,119.06
119.49,120.51,120.65,119.12
120.52,120.90,121.55,120.26
120.78,121.93,122.53,120.56
121.65,120.32,122.35,120.20
120.43,121.36,122.17,120.33
121.10,120.02,121.24,119.68
120.57,121.02,121.36,119.75
121.85,121.93,122.52,121.25
122.05,122.70,122.74,121.35
122.46,122.52,122.78,121.87
122.77,121.30,122.96,120.96
121.00,119.38,121.04,119.18
119.23,118.72,120.13,118.58
118.62,119.09,119.44,118.41
119.10,119.53,119.54,118.82
