UGE,ProShares Ultra Consumer Goods,NASDAQ
35.47,35.33,35.71,35.33
36.00,36.00,36.00,36.00
36.70,36.96,36.96,36.70
37.58,37.64,37.64,37.50
37.75,37.80,37.85,37.57
38.15,38.08,38.41,37.94
37.61,37.35,38.13,36.98
37.49,37.13,37.52,37.13
37.13,37.13,37.13,37.13
37.13,37.13,37.13,37.13
37.43,37.63,37.63,37.43
37.90,37.82,37.90,37.82
37.20,37.49,37.49,37.20
37.69,37.49,37.69,37.49
37.32,37.45,37.58,37.32
37.30,37.30,37.35,37.30
37.30,37.30,37.30,37.30
37.30,37.30,37.30,37.30
37.10,37.21,37.46,37.07
37.21,37.21,37.21,37.21
37.78,37.95,37.95,37.78
38.00,38.11,38.11,38.00
38.00,37.26,38.00,37.26
37.29,37.14,37.32,37.14
37.26,37.34,37.34,36.99
37.34,37.34,37.34,37.34
37.17,37.38,37.38,37.15
