XLG,Guggenheim S&P 500 Top 50 ETF,NASDAQ
154.56,154.57,154.57,154.03
154.60,156.47,156.47,154.26
156.96,156.67,157.04,156.36
157.27,158.10,158.23,157.27
158.21,158.38,158.65,158.15
159.00,159.72,160.23,159.00
159.85,159.05,160.10,158.63
159.62,159.40,160.17,159.17
158.93,158.44,159.13,158.16
158.67,158.73,159.25,158.40
159.31,159.41,159.41,159.01
159.18,158.90,159.24,158.90
158.91,158.83,159.04,158.69
158.64,159.06,159.06,158.64
158.73,159.28,159.75,158.73
158.93,158.34,159.14,158.29
158.42,158.20,158.50,157.88
158.49,157.54,158.49,157.15
158.41,158.71,158.75,157.91
159.18,159.14,159.32,159.03
159.50,159.41,159.50,159.04
159.77,160.39,160.46,159.43
159.85,159.84,160.08,159.56
159.73,159.47,160.32,159.38
159.52,159.76,159.80,158.86
159.30,159.55,159.55,158.51
160.08,159.82,160.19,159.65
