SLY,SPDR S&P 600 Small Cap ETF (based on S&P SmallCap 600 Index -- symbol SML),NASDAQ
120.56,120.29,120.92,120.20
121.33,120.02,121.33,119.66
120.20,119.59,120.75,119.00
119.59,119.55,120.16,119.31
120.79,121.56,121.87,120.79
121.91,122.97,123.12,121.21
123.03,124.28,124.59,122.71
124.78,126.39,126.42,124.34
126.90,126.65,127.00,125.86
126.34,125.43,126.91,125.00
126.08,125.49,126.53,124.76
125.21,123.86,125.36,123.79
124.27,125.02,125.68,124.01
121.95,120.80,126.62,120.80
121.25,121.74,122.07,121.17
122.15,122.97,123.02,122.15
122.99,122.27,122.99,122.27
122.16,121.20,122.44,120.77
121.58,121.48,122.30,121.12
122.19,122.48,123.04,122.19
122.81,121.01,122.89,120.69
121.48,121.11,121.69,120.58
121.79,120.83,121.79,120.44
123.13,121.53,123.13,120.50
122.17,123.51,123.60,121.82
123.40,121.68,123.40,120.87
122.26,120.99,122.26,120.99
121.31,120.04,121.31,119.78
120.26,121.11,121.11,119.96
121.46,121.38,121.83,120.58
121.48,120.28,121.48,118.82
120.30,121.05,121.56,120.30
