BAA,BANRO CORPORATION Ordinary Shares,NASDAQ
0.19,0.19,0.20,0.18
0.19,0.19,0.20,0.19
0.20,0.19,0.20,0.18
0.19,0.18,0.19,0.17
0.18,0.18,0.19,0.17
0.18,0.18,0.18,0.17
0.18,0.18,0.19,0.18
0.17,0.16,0.17,0.15
0.16,0.16,0.16,0.15
0.16,0.17,0.17,0.16
0.16,0.16,0.17,0.16
0.16,0.17,0.17,0.16
0.17,0.17,0.17,0.16
0.17,0.16,0.17,0.16
0.17,0.17,0.17,0.16
0.17,0.17,0.18,0.17
0.17,0.20,0.20,0.17
0.21,0.19,0.21,0.18
0.19,0.19,0.20,0.19
0.20,0.19,0.20,0.19
0.19,0.20,0.20,0.19
0.21,0.20,0.21,0.19
0.20,0.20,0.20,0.19
0.20,0.19,0.20,0.19
0.19,0.19,0.19,0.18
0.20,0.18,0.20,0.18
0.19,0.19,0.19,0.18
