EZA,iShares MSCI South Africa Index Fund,NASDAQ
51.10,51.19,51.36,50.92
51.97,52.85,52.95,51.88
52.20,53.10,53.28,52.10
53.00,52.80,53.29,52.79
52.96,52.94,53.21,52.56
53.38,54.00,54.10,53.28
53.09,51.25,53.45,51.15
51.00,50.99,51.19,50.24
50.64,50.74,50.94,50.40
51.10,50.48,51.19,50.44
51.36,51.73,51.91,51.28
51.30,50.73,51.33,50.73
50.20,49.81,50.21,49.59
49.83,50.14,50.22,49.65
50.42,50.60,50.74,50.37
51.67,51.75,51.87,51.40
53.15,53.78,53.85,53.13
53.00,52.36,53.00,52.15
52.85,52.86,53.40,52.47
53.34,53.50,53.74,53.31
52.89,53.28,53.43,52.83
53.75,53.87,54.02,53.51
53.63,53.77,54.00,53.60
53.99,53.76,54.35,53.67
53.78,54.45,54.59,53.30
54.97,54.94,55.15,54.66
55.13,55.49,55.62,55.01
