TPIV,TapImmune Inc. - Common Stock,NASDAQ
4.33,4.07,4.40,3.90
4.10,4.12,4.25,4.10
4.19,4.42,4.50,4.15
4.36,4.40,4.95,4.30
4.44,4.94,4.95,4.44
4.90,5.00,5.00,4.58
4.81,5.25,5.29,4.81
5.21,5.07,5.25,4.85
5.05,4.60,5.19,4.50
4.69,4.98,4.98,4.52
4.88,4.62,4.94,4.51
4.58,4.54,4.83,4.54
4.68,4.60,4.68,4.52
4.55,4.65,4.80,4.55
4.59,4.15,4.65,4.10
4.15,4.06,4.16,4.00
4.06,3.80,4.11,3.73
3.79,3.88,4.00,3.32
3.70,3.91,4.20,3.70
3.93,4.18,4.30,3.90
3.75,4.45,4.50,3.71
4.67,4.41,4.73,4.20
4.41,4.47,4.54,4.15
4.60,4.75,4.96,4.51
4.80,4.75,4.80,4.37
4.79,4.85,4.95,4.39
4.75,4.67,4.79,4.32
