CRTN,Cartesian,NASDAQ
0.90,0.80,0.90,0.73
0.80,0.84,0.90,0.78
0.84,0.82,0.90,0.80
0.85,0.84,0.86,0.80
0.85,0.82,0.85,0.78
0.82,0.86,0.86,0.78
0.84,0.86,0.86,0.83
0.82,0.93,0.99,0.82
0.91,0.91,0.93,0.84
0.88,0.82,0.94,0.81
0.85,0.85,0.88,0.82
0.89,0.93,0.95,0.86
0.94,1.14,1.18,0.93
1.18,1.16,1.36,1.07
1.14,1.09,1.17,0.94
1.10,1.02,1.12,0.96
1.03,1.05,1.15,0.95
1.08,1.11,1.17,1.01
