JKK,iShares Morningstar Small-Cap Growth ETF,NASDAQ
145.95,146.80,146.80,144.93
146.99,146.55,146.99,146.55
148.56,149.64,150.21,148.11
150.10,150.08,150.15,150.04
149.17,148.46,149.17,148.46
148.92,148.98,149.88,148.61
148.87,147.03,148.87,146.80
148.53,148.02,148.53,148.02
148.54,147.50,148.54,147.50
147.79,147.55,148.09,147.33
148.78,148.13,148.79,148.13
147.06,146.37,147.07,146.37
146.53,144.87,146.53,144.87
145.41,146.02,146.02,145.41
146.60,147.29,147.39,146.36
147.20,145.23,147.20,145.23
145.71,145.71,145.71,145.71
144.85,144.75,145.21,144.75
148.00,144.66,148.00,144.66
146.55,148.20,148.20,146.55
147.84,147.49,147.84,146.49
147.34,147.44,147.91,147.34
147.99,147.87,148.26,147.41
148.20,148.96,148.98,147.82
148.84,148.84,148.84,148.84
148.19,148.56,148.61,146.84
150.03,149.65,150.04,149.63
