HYG,iShares iBoxx $ High Yield Corporate Bond ETF,NASDAQ
85.07,85.38,85.39,84.98
85.42,85.60,85.67,85.38
85.73,86.03,86.06,85.65
86.14,86.46,86.60,86.07
86.37,86.45,86.50,86.13
86.41,86.49,86.62,86.36
86.65,86.37,86.68,86.28
86.69,86.58,86.84,86.56
86.58,85.93,86.84,85.85
85.79,85.97,86.14,85.75
86.21,86.05,86.26,86.03
86.12,86.27,86.38,86.10
86.30,86.39,86.48,86.19
86.35,86.54,86.62,86.33
86.27,86.44,86.44,86.17
86.47,86.60,86.61,86.41
86.49,86.52,86.66,86.45
86.64,86.40,86.64,86.36
86.47,86.52,86.55,86.38
86.58,86.55,86.70,86.38
86.88,86.91,86.95,86.70
87.00,87.38,87.39,87.00
87.26,87.25,87.42,87.20
87.16,87.23,87.28,87.04
87.21,87.21,87.28,87.05
87.31,87.22,87.43,87.18
87.25,87.27,87.32,87.11
87.25,87.29,87.30,87.13
87.26,87.32,87.40,87.10
