FSM,Fortuna Silver Mines Inc Ordinary Shares (Canada),NASDAQ
6.18,6.54,6.55,6.18
6.42,6.60,6.73,6.26
6.60,6.34,6.69,6.26
6.52,6.28,6.61,6.20
6.26,6.16,6.36,6.05
6.12,5.66,6.12,5.64
5.78,5.83,5.99,5.69
5.82,5.99,6.12,5.82
6.07,5.59,6.27,5.59
5.40,5.28,5.48,5.20
5.33,5.18,5.52,5.18
5.19,5.31,5.46,5.17
5.18,5.24,5.26,5.07
5.24,5.13,5.29,5.11
5.07,5.02,5.22,5.00
5.03,5.10,5.17,5.01
5.17,5.46,5.51,5.17
5.39,5.56,5.63,5.32
5.65,6.15,6.16,5.58
6.20,5.65,6.30,5.64
5.73,6.12,6.13,5.66
6.28,6.15,6.28,6.03
6.33,6.71,6.78,6.31
6.53,6.30,6.74,6.11
6.45,6.44,6.69,6.32
6.55,6.54,6.70,6.39
6.42,6.45,6.56,6.19
6.65,6.35,6.73,6.23
6.28,6.47,6.53,6.16
