COKE,Coca-Cola Bottling Co. Consolidated - Common Stock,NASDAQ
159.14,157.62,162.32,157.21
157.78,160.02,160.75,157.78
160.48,159.72,161.35,159.27
159.58,162.03,162.06,159.58
161.78,161.91,162.85,160.40
162.48,167.15,167.54,161.59
166.97,167.33,167.38,165.22
167.20,167.16,168.24,166.01
166.78,167.72,168.43,165.52
167.98,171.66,172.41,167.10
172.87,174.06,174.74,171.17
174.48,173.60,175.57,173.52
173.01,178.52,179.35,173.01
178.12,177.21,179.41,176.06
176.27,174.67,176.27,172.66
174.00,177.56,178.05,174.00
178.31,179.08,182.26,178.01
179.23,178.70,180.06,177.63
177.80,179.05,180.70,177.80
178.27,178.85,179.90,177.20
178.72,179.70,180.74,174.60
179.89,179.96,181.00,176.07
180.01,179.30,181.00,178.01
178.88,177.21,179.60,176.01
177.00,173.17,177.00,172.30
172.39,171.73,173.01,170.15
171.00,170.92,171.08,169.77
170.52,169.30,170.52,168.37
168.70,170.10,170.14,167.80
