GOLD,Randgold Resources Limited - American Depositary Shares each represented by one Ordinary Share,NASDAQ
70.48,72.39,74.19,70.44
72.40,73.76,74.21,72.22
71.76,72.84,73.35,71.01
72.52,73.07,73.69,72.49
74.06,74.61,75.54,74.05
74.38,74.65,74.84,73.66
75.01,73.12,75.38,72.59
73.49,72.85,74.20,72.60
72.84,73.91,74.07,72.51
74.61,71.12,75.87,71.06
68.76,68.80,69.39,67.54
68.96,68.74,70.40,68.36
69.90,70.45,71.27,69.18
69.21,70.63,70.93,68.96
70.47,70.29,70.71,69.65
70.67,71.10,71.80,70.43
71.62,71.84,72.33,71.42
72.50,72.86,73.16,71.94
73.87,75.56,75.65,73.51
76.45,79.08,79.12,76.35
79.38,76.34,80.60,76.24
77.66,79.01,79.14,77.16
78.94,79.29,79.42,77.94
80.50,82.71,83.50,80.41
80.83,80.90,81.70,79.56
80.29,80.82,81.75,79.96
81.11,81.61,82.03,80.96
80.59,80.37,81.41,78.37
83.59,81.78,83.80,80.78
81.44,81.90,82.32,80.46
