DDM,ProShares Ultra Dow30,NASDAQ
79.33,81.72,81.90,79.19
82.05,82.37,82.79,81.67
82.57,83.57,83.57,82.49
83.74,83.92,84.13,83.57
84.64,85.15,85.26,84.37
84.64,83.86,85.36,83.48
84.19,84.38,85.23,84.11
84.79,84.30,84.97,84.15
84.44,84.66,84.92,84.35
85.16,85.33,85.53,85.04
85.25,84.95,85.32,84.92
84.90,84.74,84.93,84.44
84.78,84.83,84.83,84.58
84.83,84.97,85.22,84.83
85.25,84.02,85.25,83.93
83.94,83.87,84.34,83.58
84.04,83.54,84.05,82.98
84.70,84.26,84.83,83.47
84.61,84.88,85.04,84.39
84.65,84.53,84.94,83.80
84.60,85.19,85.41,84.04
84.83,84.52,84.88,84.50
84.48,84.19,85.04,84.07
84.31,84.98,85.16,83.96
84.60,84.44,84.60,83.49
84.58,84.36,84.95,84.13
