IJT,iShares S&P SmallCap 600 Growth ETF,NASDAQ
147.46,148.50,148.66,146.42
148.49,150.02,150.24,147.86
150.48,152.56,152.65,149.96
152.99,152.88,153.18,152.19
152.60,151.40,152.94,151.00
152.10,151.66,152.81,150.95
151.37,150.03,152.16,149.56
150.40,151.17,152.21,149.95
151.44,150.62,152.47,150.53
150.90,151.50,151.96,150.50
152.07,152.92,153.03,151.85
152.50,151.51,152.75,151.51
151.66,150.32,151.70,149.94
150.34,151.10,151.14,150.13
151.32,152.00,152.40,151.32
152.34,150.24,152.34,149.96
150.27,150.45,151.27,149.75
150.77,150.00,150.77,149.46
151.75,150.56,151.91,149.47
151.08,152.96,153.08,151.01
152.81,151.07,152.96,150.47
151.18,150.18,151.77,150.15
149.95,149.01,150.02,148.70
149.16,150.30,150.55,148.83
150.46,150.79,150.92,149.64
150.64,149.35,150.64,147.76
149.84,150.56,151.10,149.84
