JJSF,J & J Snack Foods Corp. - Common Stock,NASDAQ
121.96,124.45,124.48,121.72
124.23,127.30,127.75,124.23
127.54,129.40,129.61,124.82
130.00,134.48,135.04,128.52
133.58,133.30,134.92,132.30
133.97,132.98,134.35,132.37
133.13,130.62,133.16,130.25
131.03,133.43,133.88,127.60
134.18,133.92,135.00,132.82
133.62,131.88,133.62,130.57
132.47,132.63,133.25,131.47
132.92,131.68,134.82,131.64
131.99,132.18,133.04,130.79
132.85,132.49,133.50,131.33
132.99,133.72,134.68,132.65
133.72,133.59,134.20,132.10
133.48,133.04,134.37,132.15
133.00,133.43,134.60,131.78
134.32,132.80,134.32,132.03
131.89,134.61,134.86,131.89
134.59,133.90,134.95,133.16
134.15,132.00,134.15,131.88
131.37,130.06,132.03,129.44
130.55,129.58,131.08,128.91
129.97,130.50,130.95,129.49
130.22,128.21,131.52,127.82
128.46,130.05,130.18,127.40
