UDOW,ProShares UltraPro Dow30,NASDAQ
87.35,87.44,87.52,86.64
87.43,91.47,91.79,87.32
91.98,92.52,93.35,91.45
92.94,94.69,94.69,92.78
95.02,95.42,95.62,94.65
96.51,96.95,97.52,96.00
96.37,95.13,97.75,94.50
95.73,95.97,97.44,95.54
96.71,95.94,97.03,95.54
96.17,96.52,96.94,95.93
97.31,97.77,97.95,97.16
97.76,97.28,97.92,97.25
97.29,96.95,97.29,96.41
96.71,96.99,97.05,96.60
97.32,97.27,97.76,97.17
97.59,95.66,97.78,95.53
95.56,95.41,96.25,94.96
95.72,94.87,95.86,93.92
96.77,96.15,97.05,94.75
96.66,97.17,97.43,96.33
96.98,96.56,97.27,95.30
96.55,97.51,98.09,95.70
97.02,96.54,97.28,96.50
96.39,96.00,97.45,95.79
96.29,97.29,97.64,95.62
96.69,96.40,96.79,94.67
96.76,96.31,97.30,95.87
