MIDD,The Middleby Corporation - Common Stock,NASDAQ
138.88,140.36,141.20,137.82
138.80,142.30,142.97,138.80
142.20,142.38,143.60,141.58
142.43,142.20,142.82,141.00
141.79,137.89,141.96,137.24
137.86,136.93,140.89,136.21
136.65,134.22,137.68,134.00
132.29,132.32,133.19,130.11
131.71,132.58,133.06,131.32
132.75,133.91,135.16,132.62
133.99,132.38,134.90,131.09
131.92,131.75,132.59,131.46
132.00,130.90,132.00,129.95
131.12,130.43,131.67,129.39
131.15,130.96,132.41,130.88
130.66,128.87,131.07,128.65
128.97,128.83,129.67,127.82
129.34,128.81,131.22,128.46
130.26,128.59,132.83,127.49
128.85,129.84,130.98,128.45
129.02,129.28,130.48,127.86
129.74,130.03,130.78,129.09
129.19,131.03,131.79,129.19
131.20,132.41,132.76,131.04
132.94,133.36,135.98,132.94
132.95,131.87,133.20,130.87
132.15,134.95,135.44,131.85
