AFL,AFLAC Incorporated Common Stock,NASDAQ
68.75,68.58,68.85,68.15
68.54,69.46,69.59,68.40
69.76,69.62,70.15,69.42
68.78,69.06,69.21,67.50
68.95,68.96,69.23,68.52
69.33,69.98,70.14,69.32
69.69,69.72,70.80,69.42
69.75,69.27,70.35,69.21
69.39,69.41,69.62,69.02
69.21,69.79,69.81,68.79
69.85,69.86,70.31,69.54
69.86,70.30,70.68,69.86
70.15,70.38,70.46,69.69
70.37,70.15,70.41,69.95
70.16,70.40,70.71,70.03
70.22,69.80,70.29,69.70
69.86,69.83,70.13,69.80
70.02,69.60,70.14,69.43
70.09,69.77,70.34,69.32
70.00,70.41,70.75,69.81
70.29,69.95,70.62,69.61
70.19,70.19,70.64,69.78
69.89,69.52,70.15,69.38
69.51,69.43,70.10,69.14
69.51,69.86,69.91,69.27
69.45,69.57,70.10,69.04
69.77,69.64,70.20,68.86
