BCR,C.R. Bard,NASDAQ
208.24,211.18,211.75,206.71
210.70,213.61,215.10,207.37
213.00,216.64,217.17,212.83
216.60,219.85,220.87,216.60
219.20,220.36,222.36,218.86
221.26,217.92,221.94,217.17
217.42,220.71,221.07,216.54
221.46,221.03,222.74,220.08
220.45,220.33,222.17,219.55
219.45,220.47,220.81,219.18
221.01,219.66,221.59,219.51
218.77,220.68,221.67,218.72
220.84,223.10,224.06,220.84
222.84,223.52,224.80,221.97
223.69,222.45,224.60,221.75
222.42,224.13,224.87,222.42
224.21,224.66,226.27,223.02
227.71,227.47,229.00,224.31
228.31,227.38,228.94,226.86
229.08,229.14,231.45,228.08
228.85,229.66,230.34,228.52
229.88,230.15,232.00,229.20
229.77,232.66,234.69,229.77
232.34,234.58,236.04,229.90
232.94,235.27,235.82,231.66
236.34,234.17,237.71,233.78
