HRT,Arrhythmia Research Technology Inc. Common Stock,NASDAQ
4.03,4.03,4.03,4.03
4.05,4.01,4.05,4.01
3.95,3.99,4.05,3.95
3.99,4.05,4.05,3.99
4.05,4.05,4.05,4.05
4.05,4.06,4.06,4.05
4.00,4.00,4.00,4.00
4.00,3.95,4.06,3.89
3.96,3.98,4.04,3.96
3.89,3.81,3.99,3.57
3.81,3.85,3.85,3.56
3.76,3.69,3.84,3.63
3.65,3.69,3.69,3.65
3.84,3.69,3.84,3.65
3.62,3.63,3.63,3.57
3.60,3.74,3.75,3.60
3.73,3.75,3.75,3.56
3.70,3.69,3.70,3.66
3.70,3.75,3.75,3.65
3.69,3.80,3.80,3.60
3.74,3.85,3.85,3.60
3.79,3.75,3.79,3.68
3.80,3.75,3.80,3.70
3.75,3.82,3.83,3.66
3.82,3.83,3.83,3.82
3.80,3.75,3.80,3.75
3.72,3.78,3.85,3.59
3.70,3.70,3.85,3.64
3.76,3.88,3.89,3.75
