ALJJ,ALJ Regional Holdings,NASDAQ
4.00,3.99,4.19,3.94
3.96,4.03,4.06,3.92
4.05,4.04,4.10,4.01
4.23,4.07,4.26,4.03
4.01,4.15,4.26,4.00
4.10,4.16,4.18,4.04
4.11,4.10,4.16,3.99
4.06,4.33,4.33,4.06
4.24,4.31,4.34,4.17
4.26,4.32,4.45,4.20
4.31,4.76,4.87,4.16
4.69,4.39,4.73,4.33
4.40,4.20,4.45,4.15
4.19,4.22,4.24,4.15
4.21,4.00,4.34,3.98
4.08,3.91,4.11,3.85
3.85,3.90,3.91,3.81
3.83,3.90,4.06,3.83
3.84,3.88,3.89,3.75
3.82,3.84,3.92,3.80
3.79,3.83,3.92,3.79
