FMX,Fomento Economico Mexicano S.A.B. de C.V. Common Stock,NASDAQ
76.33,76.81,77.56,75.65
76.98,77.55,78.10,76.66
77.84,76.31,78.31,76.18
76.83,76.63,77.19,76.17
76.57,77.60,78.02,76.08
77.69,79.32,79.82,77.15
79.59,79.02,79.76,78.25
79.61,79.11,80.75,78.00
79.12,77.45,79.32,77.22
77.27,77.94,78.34,76.50
77.32,76.52,77.88,76.30
76.23,75.68,76.78,74.77
75.90,75.49,76.91,74.29
75.60,75.54,75.96,74.86
74.97,75.64,75.69,74.42
75.98,75.81,76.56,75.57
75.70,76.09,76.31,75.70
76.03,76.08,76.14,75.65
76.50,76.86,77.26,76.02
76.95,76.21,77.45,75.93
76.42,76.45,77.47,76.00
76.80,75.12,76.80,74.27
75.62,75.97,76.14,75.37
76.38,75.30,76.72,75.06
75.17,74.19,75.64,74.04
74.23,74.57,75.12,73.45
74.86,74.32,74.86,73.85
74.70,74.78,75.73,74.69
74.82,75.32,75.82,74.01
