SINA,Sina Corporation - Ordinary Shares,NASDAQ
73.59,70.59,74.03,70.33
70.93,71.42,72.26,70.57
71.13,72.34,72.98,71.12
72.48,72.16,73.20,71.80
71.34,68.33,71.34,67.78
68.95,69.04,71.14,68.50
69.00,68.33,69.81,67.99
68.04,66.74,68.33,66.51
66.73,65.43,67.00,65.25
65.28,64.14,65.36,63.87
64.28,64.32,64.97,63.23
64.26,64.22,64.58,63.63
63.72,62.38,64.22,62.20
62.48,62.41,63.15,61.82
62.61,63.39,64.00,62.18
63.60,62.02,63.60,61.80
62.29,62.13,62.67,61.76
62.21,60.79,62.83,60.46
61.14,61.87,62.93,61.14
61.94,63.88,64.08,61.94
64.31,68.82,69.02,64.31
69.18,67.09,69.37,67.07
67.09,67.12,67.65,66.40
67.58,67.34,68.67,67.30
67.22,67.31,68.23,66.59
67.34,67.71,67.87,66.47
68.17,68.50,68.93,67.83
