SPG,Simon Property Group,NASDAQ
180.70,183.75,183.76,180.51
182.40,183.66,185.14,180.45
183.75,183.43,185.16,182.78
182.97,186.12,186.38,182.72
186.91,187.43,187.69,184.06
187.16,181.28,187.61,180.99
181.39,180.00,182.18,179.45
181.45,181.29,182.87,179.82
182.54,182.63,183.80,181.34
182.57,182.98,183.63,181.40
183.28,178.17,184.44,177.86
178.00,176.24,178.84,175.02
176.90,175.95,176.90,174.51
175.96,175.96,176.36,175.29
176.41,174.20,176.56,173.11
174.78,175.98,176.41,173.40
176.61,177.67,178.80,175.61
179.09,182.62,182.62,176.87
182.91,184.08,184.13,181.54
179.69,184.40,184.73,178.17
183.55,186.83,188.10,182.60
186.49,185.91,187.79,185.29
185.12,184.19,185.90,183.65
183.70,181.99,184.48,181.57
181.61,183.09,183.22,181.11
182.87,184.01,184.97,182.48
