IJJ,iShares S&P Mid-Cap 400 Value ETF,NASDAQ
143.45,143.43,143.94,143.04
144.26,145.07,145.18,144.26
145.25,146.60,146.60,144.90
146.67,148.30,148.46,146.55
148.81,149.92,150.26,148.39
150.14,149.65,150.14,149.36
149.83,148.65,150.28,148.39
149.15,148.75,149.41,147.82
148.48,146.49,148.90,146.47
146.68,147.10,148.04,146.05
147.28,146.84,148.31,146.50
146.95,147.67,147.72,146.92
148.27,148.60,148.85,147.90
147.88,147.25,147.90,147.20
147.19,146.32,147.25,145.89
146.22,146.52,146.65,146.22
146.68,147.07,147.42,146.57
147.31,145.49,147.42,145.24
145.59,145.85,146.41,145.24
146.10,145.21,146.10,144.87
146.64,146.33,147.24,145.35
146.78,148.78,148.94,146.78
148.49,147.61,148.64,147.00
147.76,147.32,148.05,147.00
147.08,145.91,147.12,145.65
146.24,146.85,147.37,145.96
147.00,147.53,147.59,146.44
147.40,146.62,147.45,145.05
146.95,147.23,147.97,146.95
