MAC,Macerich Company (The) Common Stock,NASDAQ
68.89,69.05,69.61,68.10
69.34,70.72,70.83,69.17
70.20,70.85,70.86,69.81
70.69,71.14,71.56,70.54
70.84,71.34,71.43,70.72
71.72,71.13,71.89,70.26
71.09,69.24,71.35,69.03
68.99,68.42,69.73,68.28
68.59,69.77,70.15,68.59
70.09,69.88,70.73,69.61
69.93,69.94,70.37,69.50
70.07,68.58,70.69,68.57
68.37,68.35,68.46,67.55
68.33,68.17,68.73,67.83
68.17,69.01,69.30,67.99
68.93,69.01,69.24,68.32
69.06,69.25,69.72,68.71
69.18,70.84,70.90,69.15
70.95,70.98,71.19,70.21
71.18,71.85,71.93,71.07
70.44,72.42,72.58,69.71
72.08,72.69,73.34,71.66
72.77,71.42,72.77,71.32
71.35,70.09,71.35,70.05
69.96,69.14,70.47,68.93
69.04,69.68,70.05,68.72
69.46,69.50,69.84,69.18
