IBB,iShares Nasdaq Biotechnology Index Fund,NASDAQ
273.33,274.34,274.85,270.59
268.30,266.28,270.30,261.65
265.16,268.52,268.91,261.73
271.65,269.67,275.39,268.25
267.35,267.53,269.00,265.77
269.48,269.05,271.83,268.57
268.80,269.42,271.18,267.38
269.87,271.94,272.47,268.82
272.61,272.42,275.58,271.51
272.00,268.79,274.68,268.33
270.15,270.92,271.69,269.47
271.17,267.85,271.40,267.08
267.85,266.70,268.13,265.35
266.96,272.32,272.83,266.28
272.60,271.26,276.13,271.21
271.21,268.08,271.64,267.54
268.00,267.11,269.27,266.00
268.00,265.38,268.16,263.92
267.36,270.24,270.75,266.72
270.62,277.23,278.72,270.62
278.53,278.10,279.43,275.63
279.84,280.26,281.49,278.37
282.16,284.28,285.00,280.19
285.56,286.50,287.17,282.42
285.50,277.94,286.69,275.07
275.90,278.93,280.33,274.65
278.88,280.01,282.70,278.35
