WLK,Westlake Chemical Corporation Common Stock,NASDAQ
57.35,56.66,57.51,55.98
56.89,57.19,57.30,56.01
57.42,57.93,58.25,56.82
58.17,57.21,58.17,56.69
57.52,57.12,58.75,57.06
57.43,57.88,58.34,57.06
57.33,56.74,58.09,56.63
56.49,57.23,57.50,56.00
57.17,58.10,58.15,56.98
57.88,58.07,58.10,57.28
58.64,57.98,58.85,57.82
58.12,57.47,58.33,57.21
57.57,56.80,57.57,56.39
56.85,57.60,57.85,56.81
57.71,57.66,58.19,57.60
57.58,56.90,58.12,56.87
56.84,56.47,57.29,56.33
56.59,55.99,56.87,55.83
56.65,57.29,58.08,56.35
57.39,58.56,58.76,57.08
58.36,59.45,60.35,58.36
59.59,59.30,59.63,58.63
58.60,58.22,59.43,58.22
58.37,58.04,58.69,57.73
58.28,59.26,59.44,57.83
60.02,60.04,60.17,59.15
59.86,60.24,61.30,59.86
