HOV,Hovnanian Enterprises,NASDAQ
2.45,2.44,2.55,2.41
2.50,2.37,2.54,2.15
2.39,2.50,2.50,2.37
2.49,2.52,2.54,2.41
2.55,2.68,2.71,2.54
2.72,2.60,2.77,2.58
2.65,2.66,2.75,2.52
2.71,2.79,2.80,2.66
2.82,2.89,2.92,2.81
2.90,2.89,2.96,2.85
2.92,2.87,2.94,2.84
2.89,2.78,2.91,2.76
2.78,2.87,2.90,2.76
2.86,2.88,2.90,2.82
2.89,2.81,2.92,2.79
2.84,2.84,2.87,2.78
2.84,2.73,2.86,2.69
2.69,2.64,2.71,2.56
2.68,2.78,2.79,2.67
2.74,2.78,2.80,2.72
2.78,2.72,2.82,2.71
2.73,2.72,2.76,2.66
2.74,2.75,2.82,2.72
2.73,2.72,2.75,2.66
2.60,2.45,2.63,2.41
2.44,2.28,2.50,2.26
