CYRN,CYREN Ltd. - Ordinary Shares,NASDAQ
2.20,2.15,2.25,2.14
2.15,2.15,2.15,2.10
2.15,2.15,2.15,2.01
2.05,2.05,2.15,2.00
2.00,1.95,2.00,1.90
1.95,1.85,1.95,1.75
1.80,1.80,1.85,1.75
1.85,1.75,1.90,1.70
1.75,1.70,1.92,1.65
1.90,1.85,1.90,1.75
1.90,1.95,1.95,1.85
1.95,2.00,2.00,1.75
2.00,2.00,2.00,1.90
2.00,1.95,2.00,1.85
1.90,1.95,2.00,1.90
1.95,2.00,2.00,1.95
2.01,2.15,2.15,1.95
2.05,2.15,2.25,2.05
2.05,2.08,2.20,1.95
2.10,2.05,2.10,2.05
2.05,2.10,2.20,1.95
2.00,2.05,2.05,1.96
2.05,2.00,2.10,1.95
2.00,1.98,2.10,1.95
1.95,2.00,2.05,1.95
1.97,1.98,2.00,1.95
2.00,1.95,2.15,1.92
