FFIV,F5 Networks,NASDAQ
140.43,141.16,141.25,138.55
141.72,142.83,144.32,141.54
142.65,142.54,143.16,141.60
142.34,141.22,142.89,140.28
141.90,142.36,143.09,140.66
144.94,144.08,147.25,143.69
144.65,145.54,146.64,143.43
144.93,144.64,145.38,143.76
144.73,145.15,145.57,144.32
145.81,146.56,147.23,145.74
146.66,146.11,148.34,145.76
146.34,144.24,147.74,143.91
144.39,145.45,145.56,144.00
145.64,145.33,146.88,144.76
145.18,144.06,145.96,143.95
144.39,144.92,145.88,144.02
144.96,144.72,145.50,144.09
145.65,144.80,145.87,143.76
144.91,145.46,146.72,144.29
145.13,144.42,146.98,143.92
144.29,144.45,145.37,143.88
144.01,144.15,144.29,142.07
144.63,144.24,145.00,143.98
144.00,144.03,144.99,143.50
143.82,142.99,144.67,141.80
143.56,143.37,144.68,142.74
