MTB,M&T Bank Corporation Common Stock,NASDAQ
148.41,148.91,149.03,147.15
149.29,151.29,151.51,148.63
152.00,153.50,154.76,151.46
153.31,154.17,154.18,151.76
153.32,152.80,154.79,151.44
153.50,153.22,154.13,151.90
152.33,152.86,154.51,151.92
153.05,153.85,154.91,151.67
153.50,152.49,154.41,152.09
152.77,154.18,154.21,151.82
155.00,157.02,157.27,154.98
157.05,155.91,157.05,155.85
155.75,156.03,156.24,155.26
156.09,157.10,157.12,155.50
157.48,158.10,158.10,156.86
158.35,156.65,158.35,156.26
156.72,155.63,157.08,154.81
156.35,156.43,156.83,155.36
158.20,156.74,160.76,155.74
156.90,157.70,158.25,156.44
157.26,155.38,157.41,154.35
155.91,156.56,157.12,155.50
155.50,155.96,156.80,154.66
156.12,156.70,157.46,155.45
156.45,157.01,157.09,155.31
156.39,155.35,156.39,154.23
156.28,156.07,158.75,155.48
