SBNY,Signature Bank - Common Stock,NASDAQ
152.62,152.68,153.93,151.20
152.11,154.18,154.27,151.85
155.36,156.01,157.46,154.34
156.94,154.97,156.94,154.37
154.02,151.38,155.40,150.06
152.34,150.74,152.86,149.38
149.27,147.40,150.16,146.73
148.62,148.97,149.63,146.67
148.83,145.70,149.98,145.24
144.97,146.67,146.87,144.10
147.43,150.09,150.15,146.19
150.29,148.37,150.29,148.35
148.24,150.27,150.30,147.25
150.40,150.35,150.72,149.31
151.06,151.33,151.64,149.35
151.34,149.60,151.97,148.83
149.79,149.36,150.47,148.06
149.78,150.20,151.18,149.66
152.26,148.87,154.36,148.13
149.36,152.33,152.71,149.12
152.32,149.95,153.08,148.61
151.21,150.50,152.38,150.19
149.81,150.01,150.73,148.08
150.03,151.19,152.32,149.82
151.17,153.64,154.36,150.04
152.92,150.82,154.60,149.58
151.87,152.71,155.84,151.87
